name,actualized,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h
Brno-Svatoplukova,2024-04-02T00:47:27Z,,7.1,277,3.0,,68.9,2.4
Brno-Arboretum,2024-04-02T00:47:27Z,,4,,3.1,69.6,83.6,1.8
Brno-Lány,2024-04-02T00:47:27Z,1.3,8.2,262,4.0,,74.1,3
Brno-Tuřany,2024-04-02T00:47:27Z,6.1,6.5,,6.9,58.1,71.1,6.8
Brno-Komárov,2024-04-02T00:47:27Z,,5.4,,3.5,,63.0,2.6
Brno-Úvoz (hot spot),2024-04-02T00:47:27Z,,9.4,208,,,0.0,0
Brno-Líšeň,2024-04-02T01:47:28Z,,,,6.4,,78.7,3.5
Brno-Svatoplukova,2024-04-02T01:47:28Z,,5.7,248,1.7,,67.3,1.5
Brno-Úvoz (hot spot),2024-04-02T01:47:28Z,,8,195,,,0.0,0
Brno - Dětská nemocnice,2024-04-02T01:47:28Z,,4.4,,4.1,60.6,75.0,3.9
Brno-Tuřany,2024-04-02T01:47:28Z,5.9,5.4,,3.6,,69.2,4.6
Brno-Komárov,2024-04-02T01:47:28Z,,6.5,,2.4,,61.1,2
Brno-Arboretum,2024-04-02T01:47:28Z,,3.1,,2.4,74.8,81.6,1.1
Brno-Lány,2024-04-02T01:47:28Z,1.3,4.8,262,2.5,,72.8,2
Brno-Lány,2024-04-02T02:47:28Z,1.3,2.3,248,1.2,,71.6,1
Brno - Dětská nemocnice,2024-04-02T02:47:28Z,,2.9,,4.1,70.6,72.9,4.5
Brno-Arboretum,2024-04-02T02:47:28Z,,2.5,,1.8,82.6,79.4,0.8
Brno-Svatoplukova,2024-04-02T02:47:28Z,,4.6,218,1.3,,65.6,1.1
Brno-Úvoz (hot spot),2024-04-02T02:47:28Z,,5.5,181,,,0.0,0
Brno-Líšeň,2024-04-02T02:47:28Z,,,,4.0,,76.7,2.3
Brno-Komárov,2024-04-02T02:47:28Z,,2.7,,1.4,,59.5,1
Brno-Tuřany,2024-04-02T02:47:28Z,,,,4.3,75.8,67.5,4.1
Brno-Úvoz (hot spot),2024-04-02T03:47:28Z,,7.5,170,,,0.0,0
Brno-Lány,2024-04-02T03:47:28Z,1.3,2.5,218,1.7,,70.3,1.3
Brno-Tuřany,2024-04-02T03:47:28Z,6.1,4.6,,3.0,76,65.6,2.1
Brno-Svatoplukova,2024-04-02T03:47:28Z,,5,204,1.7,,64.0,1.4
Brno-Líšeň,2024-04-02T03:47:28Z,,,,2.4,,75.3,1
Brno - Dětská nemocnice,2024-04-02T03:47:28Z,,2.9,,4.3,76.4,71.5,4.9
Brno-Komárov,2024-04-02T03:47:28Z,,3.8,,1.4,,57.9,1.2
Brno-Arboretum,2024-04-02T03:47:28Z,,2.7,,1.5,88,77.2,0.9
Brno-Komárov,2024-04-02T04:47:29Z,,8.6,,3.0,,56.4,1.5
Brno-Lány,2024-04-02T04:47:29Z,1.3,4.4,189,1.9,,69.1,1.3
Brno-Svatoplukova,2024-04-02T04:47:29Z,,11.7,189,4.0,,62.3,1.9
Brno-Tuřany,2024-04-02T04:47:29Z,5.9,6.3,,3.8,76.6,63.7,2.4
Brno - Dětská nemocnice,2024-04-02T04:47:29Z,,5.4,,2.7,75.2,69.3,4.9
Brno-Líšeň,2024-04-02T04:47:29Z,,,,3.8,,73.4,1
Brno-Úvoz (hot spot),2024-04-02T04:47:29Z,,16.5,167,,,0.0,0
Brno-Arboretum,2024-04-02T04:47:29Z,,5.2,,1.7,85.6,75.1,0.9
Brno-Arboretum,2024-04-02T06:47:37Z,,10.3,,3.0,72.2,67.4,1.5
Brno-Lány,2024-04-02T06:47:37Z,1.3,13,189,3.2,,65.0,2.2
Brno - Dětská nemocnice,2024-04-02T06:47:37Z,,10.9,,4.6,62.2,65.0,2.7
Brno-Tuřany,2024-04-02T06:47:37Z,5.9,11.7,,10.4,62.4,59.2,1
Brno-Úvoz (hot spot),2024-04-02T06:47:37Z,,29.1,173,,,0.0,0
Brno-Líšeň,2024-04-02T06:47:37Z,,,,2.4,,69.2,1
Brno-Svatoplukova,2024-04-02T06:47:37Z,,21,160,18.0,,56.2,15.3
Brno-Komárov,2024-04-02T06:47:37Z,,17.6,,7.2,,49.7,3.4
Brno-Arboretum,2024-04-02T07:47:37Z,,11.7,,3.9,68.2,62.8,1.8
Brno-Svatoplukova,2024-04-02T07:47:37Z,,27.9,146,10.8,,52.7,5.8
Brno-Líšeň,2024-04-02T07:47:37Z,,,,5.7,,65.7,6.3
Brno-Lány,2024-04-02T07:47:37Z,1.3,11.3,175,3.9,,62.0,2.7
Brno-Úvoz (hot spot),2024-04-02T07:47:37Z,,34.4,184,,,0.0,0
Brno-Tuřany,2024-04-02T07:47:37Z,5.9,14.5,,6.1,58.9,55.9,1
Brno - Dětská nemocnice,2024-04-02T07:47:37Z,,13.2,,4.4,59.3,61.5,1
Brno-Komárov,2024-04-02T07:47:37Z,,25.1,,11.2,,45.3,4.2
Brno - Dětská nemocnice,2024-04-02T08:47:37Z,,10.5,,4.2,63,57.9,2.3
Brno-Svatoplukova,2024-04-02T08:47:37Z,,21.8,131,13.8,,48.6,4.7
Brno-Líšeň,2024-04-02T08:47:37Z,,,,11.0,,61.6,5.2
Brno-Komárov,2024-04-02T08:47:37Z,,14.7,,9.3,,40.5,3.9
Brno-Úvoz (hot spot),2024-04-02T08:47:37Z,,26.6,191,,,0.0,0
Brno-Tuřany,2024-04-02T08:47:37Z,5.6,10.9,,3.3,64.2,51.8,1
Brno-Arboretum,2024-04-02T08:47:37Z,,9,,5.6,72.8,57.7,2.2
Brno-Lány,2024-04-02T08:47:37Z,1.3,9,160,4.1,,56.3,2.7
Brno-Líšeň,2024-04-02T09:47:37Z,,,,14.9,,57.0,6.8
Brno-Komárov,2024-04-02T09:47:37Z,,9.9,,9.0,,36.0,3.5
Brno-Úvoz (hot spot),2024-04-02T09:47:37Z,,,195,,,0.0,0
Brno-Tuřany,2024-04-02T09:47:37Z,5.6,7.3,,10.1,70.2,47.9,1
Brno-Svatoplukova,2024-04-02T09:47:37Z,,18.2,131,15.1,,44.0,4.4
Brno - Dětská nemocnice,2024-04-02T09:47:37Z,,7.1,,2.5,71.4,53.5,1
Brno-Lány,2024-04-02T09:47:37Z,1.3,5,146,3.7,,49.7,2.4
Brno-Arboretum,2024-04-02T09:47:37Z,,5.7,,5.1,80.8,51.5,2.1
Brno-Arboretum,2024-04-02T10:47:37Z,,5,,4.7,90.2,45.7,1.6
Brno-Líšeň,2024-04-02T10:47:37Z,,,,12.3,,51.8,4.7
Brno-Lány,2024-04-02T10:47:37Z,1.3,5.4,160,3.3,,43.4,1.9
Brno-Tuřany,2024-04-02T10:47:37Z,5.6,5.2,,9.1,77.8,43.7,2.6
Brno-Svatoplukova,2024-04-02T10:47:37Z,,14.9,131,8.5,,39.8,3.1
Brno - Dětská nemocnice,2024-04-02T10:47:37Z,,6.1,,1.0,79.2,49.3,2.4
Brno-Komárov,2024-04-02T10:47:37Z,,11.9,,8.0,,32.0,3.1
Brno-Úvoz (hot spot),2024-04-02T10:47:37Z,,19.1,214,,,0.0,0
Brno-Líšeň,2024-04-02T11:47:37Z,,,,9.2,,46.9,2.9
Brno-Svatoplukova,2024-04-02T11:47:37Z,,14.3,131,9.1,,35.5,3
Brno-Komárov,2024-04-02T11:47:37Z,,9.9,,5.7,,28.2,2.3
Brno-Arboretum,2024-04-02T11:47:37Z,,5.4,,5.4,96.6,40.2,1.8
Brno-Tuřany,2024-04-02T11:47:37Z,5.6,4.6,,7.1,82,39.6,3.4
Brno-Úvoz (hot spot),2024-04-02T11:47:37Z,,18.6,235,,,0.0,0
Brno-Lány,2024-04-02T11:47:37Z,,4.2,160,3.7,,37.7,1.9
Brno - Dětská nemocnice,2024-04-02T11:47:37Z,,5.7,,12.0,85.2,44.5,3.6
Brno-Úvoz (hot spot),2024-04-02T12:47:37Z,,14.3,252,,,0.0,0
Brno-Lány,2024-04-02T12:47:37Z,6.1,5.5,160,3.8,,31.5,1.6
Brno-Svatoplukova,2024-04-02T12:47:37Z,,14.3,116,11.1,,30.7,2.7
Brno-Líšeň,2024-04-02T12:47:37Z,,,,13.3,,42.4,8
Brno - Dětská nemocnice,2024-04-02T12:47:37Z,,4.8,,7.5,86.4,38.9,2.7
Brno-Arboretum,2024-04-02T12:47:37Z,,5.9,,5.0,96.2,34.3,1.4
Brno-Komárov,2024-04-02T12:47:37Z,,8.4,,6.7,,23.8,2.6
Brno-Tuřany,2024-04-02T12:47:37Z,5.6,4.4,,6.5,77,35.2,2.8
Brno-Komárov,2024-04-02T13:47:37Z,,12.8,,7.1,,19.0,2.4
Brno - Dětská nemocnice,2024-04-02T13:47:37Z,,5.2,,11.1,86.2,34.4,1
Brno-Arboretum,2024-04-02T13:47:37Z,,4.2,,3.6,98,27.4,1.1
Brno-Lány,2024-04-02T13:47:37Z,5.1,5.4,146,2.5,,24.9,1.3
Brno-Svatoplukova,2024-04-02T13:47:37Z,,11.5,102,8.4,,25.6,2.3
Brno-Úvoz (hot spot),2024-04-02T13:47:37Z,,24.1,267,,,0.0,0
Brno-Líšeň,2024-04-02T13:47:37Z,,,,10.3,,37.3,5.5
Brno-Tuřany,2024-04-02T13:47:37Z,5.9,3.8,,3.8,84,31.6,4.6
Brno-Tuřany,2024-04-02T14:47:37Z,5.3,5,,3.1,83.6,27.7,6.9
Brno-Líšeň,2024-04-02T14:47:37Z,,,,6.9,,32.3,2.4
Brno-Lány,2024-04-02T14:47:37Z,5.1,5.9,131,2.0,,17.4,1.1
Brno-Svatoplukova,2024-04-02T14:47:37Z,,20.7,73,9.5,,20.2,2.3
Brno - Dětská nemocnice,2024-04-02T14:47:37Z,,4.6,,6.1,84.4,29.6,2.3
Brno-Úvoz (hot spot),2024-04-02T14:47:37Z,,22.2,281,,,0.0,0
Brno-Komárov,2024-04-02T14:47:37Z,,9.6,,3.8,,14.3,1.6
Brno-Arboretum,2024-04-02T14:47:37Z,,6.1,,3.7,90.8,20.1,1
Brno-Tuřany,2024-04-02T15:47:37Z,5.9,5,,1.0,84.4,22.2,4.3
Brno-Arboretum,2024-04-02T15:47:37Z,,6.1,,3.4,91.8,12.4,0.9
Brno-Úvoz (hot spot),2024-04-02T15:47:37Z,,28.7,295,,,0.0,0
Brno - Dětská nemocnice,2024-04-02T15:47:37Z,,6.7,,5.0,81.4,24.5,3.7
Brno-Líšeň,2024-04-02T15:47:37Z,,,,5.3,,26.4,2.7
Brno-Lány,2024-04-02T15:47:37Z,6.1,7.3,146,2.2,,9.3,1.1
Brno-Svatoplukova,2024-04-02T15:47:37Z,,14.2,73,10.2,,14.2,5.1
Brno-Komárov,2024-04-02T15:47:37Z,,13.4,,4.1,,9.5,1.8
Brno-Arboretum,2024-04-02T16:47:37Z,,5.7,,2.9,91.6,4.7,0.9
Brno-Líšeň,2024-04-02T16:47:37Z,,,,15.1,,20.3,2.4
Brno-Svatoplukova,2024-04-02T16:47:37Z,,13.2,58,7.7,,8.6,3
Brno - Dětská nemocnice,2024-04-02T16:47:37Z,,6.5,,4.4,82.8,18.5,4.4
Brno-Úvoz (hot spot),2024-04-02T16:47:37Z,,16.5,299,,,0.0,0
Brno-Tuřany,2024-04-02T16:47:37Z,5.6,5,,5.0,77.4,16.8,2.9
Brno-Komárov,2024-04-02T16:47:37Z,,7.7,,3.9,,5.5,1.8
Brno-Lány,2024-04-02T16:47:37Z,5.6,7.5,160,2.6,,4.0,1.4
Brno-Líšeň,2024-04-02T17:47:37Z,,,,17.9,,14.8,2.4
Brno-Lány,2024-04-02T17:47:37Z,4.3,8.8,175,2.0,,3.4,1.4
Brno - Dětská nemocnice,2024-04-02T17:47:37Z,,5.7,,8.1,82,13.2,2.8
Brno-Arboretum,2024-04-02T17:47:37Z,,4.8,,2.2,94.4,3.8,0.8
Brno-Komárov,2024-04-02T17:47:37Z,,6.9,,2.8,,5.1,1.4
Brno-Tuřany,2024-04-02T17:47:37Z,5.6,6.1,,5.3,78,11.9,3
Brno-Svatoplukova,2024-04-02T17:47:37Z,,11.9,44,5.0,,7.7,1.9
Brno-Úvoz (hot spot),2024-04-02T17:47:37Z,,21,298,,,0.0,0
Brno-Úvoz (hot spot),2024-04-02T18:47:37Z,,28.9,305,,,0.0,0
Brno-Komárov,2024-04-02T18:47:37Z,,12.1,,5.8,,5.0,3
Brno-Svatoplukova,2024-04-02T18:47:37Z,,15.7,44,5.5,,7.3,2.2
Brno - Dětská nemocnice,2024-04-02T18:47:37Z,,7.7,,7.0,79.8,9.8,3.5
Brno-Líšeň,2024-04-02T18:47:37Z,,,,20.3,,11.9,2.1
Brno-Arboretum,2024-04-02T18:47:37Z,,9.2,,2.7,87.6,3.6,1.1
Brno-Lány,2024-04-02T18:47:37Z,4.5,16.5,175,4.8,,3.2,3.7
Brno-Tuřany,2024-04-02T18:47:37Z,5.9,7.5,,4.6,78,9.0,1
Brno-Líšeň,2024-04-02T19:47:38Z,,,,12.9,,10.2,1
Brno-Komárov,2024-04-02T19:47:38Z,,25.8,,9.4,,5.2,4.2
Brno-Tuřany,2024-04-02T19:47:38Z,5.3,8.4,,3.1,76.4,7.3,1
Brno-Lány,2024-04-02T19:47:38Z,3.7,14.3,189,5.1,,3.2,3.8
Brno-Arboretum,2024-04-02T19:47:38Z,,10.5,,3.4,85.2,3.5,1.7
Brno-Svatoplukova,2024-04-02T19:47:38Z,,21.6,44,9.3,,7.3,3.2
Brno - Dětská nemocnice,2024-04-02T19:47:38Z,,10.5,,4.7,76.8,7.7,4.5
Brno-Úvoz (hot spot),2024-04-02T19:47:38Z,,32.7,312,,,0.0,0
Brno-Komárov,2024-04-02T21:47:38Z,,28.9,,6.1,,5.6,4.2
Brno-Lány,2024-04-02T21:47:38Z,3.7,13.4,218,4.1,,3.2,3.1
Brno - Dětská nemocnice,2024-04-02T21:47:38Z,,9.8,,4.7,77.4,5.9,4.3
Brno-Úvoz (hot spot),2024-04-02T21:47:38Z,,27.4,313,,,0.0,0
Brno-Tuřany,2024-04-02T21:47:38Z,5.3,10.9,,3.5,66.8,5.6,1
Brno-Arboretum,2024-04-02T21:47:38Z,,14.2,,4.1,80.2,3.4,2.1
Brno-Líšeň,2024-04-02T21:47:38Z,,,,7.0,,8.9,3.7
Brno-Svatoplukova,2024-04-02T21:47:38Z,,27.4,44,6.6,,7.4,3.4
Brno-Arboretum,2024-04-02T22:47:38Z,,11.3,,3.8,78.2,3.4,2.2
Brno-Svatoplukova,2024-04-02T22:47:38Z,,37.1,44,13.9,,7.8,7.1
Brno-Tuřany,2024-04-02T22:47:38Z,5.3,12.2,,3.8,58.3,5.2,1
Brno-Lány,2024-04-02T22:47:38Z,3.2,26.2,218,5.1,,3.3,4.3
Brno - Dětská nemocnice,2024-04-02T22:47:38Z,,,,4.9,57.1,5.5,2.5
Brno-Líšeň,2024-04-02T22:47:38Z,,,,4.2,,8.7,2.3
Brno-Komárov,2024-04-02T22:47:38Z,,19.7,,6.8,,5.7,5.5
Brno-Úvoz (hot spot),2024-04-02T22:47:38Z,,31.4,311,,,0.0,0
Brno-Arboretum,2024-04-02T23:47:38Z,,17.8,,5.0,61.2,3.5,3.1
Brno-Líšeň,2024-04-02T23:47:38Z,,,,2.3,,8.6,2.8
Brno-Komárov,2024-04-02T23:47:38Z,,9.9,,9.0,,5.9,6
Brno-Tuřany,2024-04-02T23:47:38Z,5.3,10.3,,3.3,54.9,4.9,1
Brno - Dětská nemocnice,2024-04-02T23:47:38Z,,18.9,,3.9,54.1,5.3,2.7
Brno-Lány,2024-04-02T23:47:38Z,3.5,17.8,218,4.5,,3.3,3.9
Brno-Svatoplukova,2024-04-02T23:47:38Z,,33.5,44,14.9,,8.3,11.4
Brno-Úvoz (hot spot),2024-04-02T23:47:38Z,,23,299,,,0.0,0
Brno-Svatoplukova,2024-04-03T00:47:38Z,,23,58,12.1,,8.7,9.9
Brno-Líšeň,2024-04-03T00:47:38Z,,,,1.0,,8.4,2.1
Brno-Úvoz (hot spot),2024-04-03T00:47:38Z,,13.8,294,,,0.0,0
Brno-Tuřany,2024-04-03T00:47:38Z,5.1,9.6,,3.9,55.5,4.7,2.1
Brno-Komárov,2024-04-03T00:47:38Z,,11.9,,5.2,,6.0,4
Brno-Arboretum,2024-04-03T00:47:38Z,,16.5,,7.4,53.5,3.6,4.9
Brno-Lány,2024-04-03T00:47:38Z,3.5,21.6,218,4.7,,3.3,4
Brno - Dětská nemocnice,2024-04-03T00:47:38Z,,14.7,,10.0,,5.5,2.8
Brno-Lány,2024-04-03T01:47:45Z,3.7,16.3,218,4.0,,3.3,3.4
Brno-Komárov,2024-04-03T01:47:45Z,,12.8,,7.5,,6.2,5
Brno-Líšeň,2024-04-03T01:47:45Z,,,,5.3,,8.3,8.3
Brno-Arboretum,2024-04-03T01:47:45Z,,14.2,,6.8,53.3,3.8,4.9
Brno-Úvoz (hot spot),2024-04-03T01:47:45Z,,14.7,285,,,0.0,0
Brno-Svatoplukova,2024-04-03T01:47:45Z,,14.9,58,12.7,,9.1,10.2
Brno-Tuřany,2024-04-03T01:47:45Z,,,,3.4,60.2,4.7,1
Brno - Dětská nemocnice,2024-04-03T01:47:45Z,,16.5,,6.0,40.3,5.5,3.9
Brno-Svatoplukova,2024-04-03T03:47:45Z,,20.7,73,13.9,,10.1,10.8
Brno-Lány,2024-04-03T03:47:45Z,3.7,15.5,218,3.8,,3.5,3.2
Brno-Komárov,2024-04-03T03:47:45Z,,28.5,,8.4,,6.9,6.3
Brno-Tuřany,2024-04-03T03:47:45Z,4.5,7.8,,2.2,55.7,4.6,1
Brno-Líšeň,2024-04-03T03:47:45Z,,,,2.3,,8.3,3.5
Brno-Úvoz (hot spot),2024-04-03T03:47:45Z,,29.8,264,,,0.0,0
Brno-Arboretum,2024-04-03T03:47:45Z,,19.3,,8.0,42.1,4.3,4.7
Brno - Dětská nemocnice,2024-04-03T03:47:45Z,,24.7,,24.0,23.1,6.4,2.2
Brno-Lány,2024-04-03T04:47:45Z,4.3,30.4,218,3.8,,3.6,3.2
Brno-Tuřany,2024-04-03T04:47:45Z,5.1,9.6,,2.9,54.1,4.6,1
Brno-Úvoz (hot spot),2024-04-03T04:47:45Z,,29.6,266,,,0.0,0
Brno - Dětská nemocnice,2024-04-03T04:47:45Z,,29.8,,13.4,11.8,6.9,1
Brno-Svatoplukova,2024-04-03T04:47:45Z,,24.9,116,16.5,,10.7,12
Brno-Líšeň,2024-04-03T04:47:45Z,,,,2.1,,8.3,4.3
Brno-Komárov,2024-04-03T04:47:45Z,,49.4,,8.4,,7.1,5.8
Brno-Arboretum,2024-04-03T04:47:45Z,,28.5,,8.9,16.8,4.6,4.9
Brno-Líšeň,2024-04-03T06:47:45Z,,,,10.8,,8.6,2.1
Brno - Dětská nemocnice,2024-04-03T06:47:45Z,,47.4,,10.0,3.6,7.2,3.3
Brno-Lány,2024-04-03T06:47:45Z,4,43.2,233,5.3,,3.8,4
Brno-Arboretum,2024-04-03T06:47:45Z,,50.3,,20.0,6.6,5.7,9.3
Brno-Komárov,2024-04-03T06:47:45Z,,62.6,,37.1,,9.2,17.5
Brno-Svatoplukova,2024-04-03T06:47:45Z,,36.7,233,24.5,,11.5,16.8
Brno-Úvoz (hot spot),2024-04-03T06:47:45Z,,68.3,313,,,0.0,0
Brno-Tuřany,2024-04-03T06:47:45Z,5.6,17,,2.2,41.5,4.3,1
Brno-Úvoz (hot spot),2024-04-03T07:47:45Z,,68.9,344,,,0.0,0
Brno-Líšeň,2024-04-03T07:47:45Z,,,,9.7,,8.7,8.2
Brno - Dětská nemocnice,2024-04-03T07:47:45Z,,49.4,,22.6,18,8.0,2.7
Brno-Arboretum,2024-04-03T07:47:45Z,,47.2,,22.4,23.9,6.5,7.2
Brno-Svatoplukova,2024-04-03T07:47:45Z,,56.2,291,21.9,,12.0,14.8
Brno-Tuřany,2024-04-03T07:47:45Z,6.1,14.5,,8.7,50.9,4.4,1
Brno-Lány,2024-04-03T07:47:45Z,4.5,16.6,233,4.5,,3.8,3
Brno-Komárov,2024-04-03T07:47:45Z,,43.2,,32.3,,10.1,9.7
Brno - Dětská nemocnice,2024-04-03T08:47:45Z,,28.1,,16.2,46.5,8.5,9.1
Brno-Komárov,2024-04-03T08:47:45Z,,22.8,,20.4,,10.6,6.5
Brno-Líšeň,2024-04-03T08:47:45Z,,,,17.2,,9.0,8.6
Brno-Úvoz (hot spot),2024-04-03T08:47:45Z,,,359,,,0.0,0
Brno-Tuřany,2024-04-03T08:47:45Z,10.4,13.4,,17.4,57.9,5.0,1
Brno-Lány,2024-04-03T08:47:45Z,4.5,5.2,233,4.5,,3.8,2.8
Brno-Arboretum,2024-04-03T08:47:45Z,,36.5,,18.5,42.9,7.1,5.9
Brno-Svatoplukova,2024-04-03T08:47:45Z,,45.7,320,15.4,,12.0,6.6
Brno-Tuřany,2024-04-03T09:47:45Z,5.9,6.5,,13.5,78,5.1,1
Brno - Dětská nemocnice,2024-04-03T09:47:45Z,,5.9,,19.5,79.6,9.2,12.1
Brno-Líšeň,2024-04-03T09:47:45Z,,,,11.6,,8.8,6.3
Brno-Komárov,2024-04-03T09:47:45Z,,14.7,,10.4,,10.6,4
Brno-Arboretum,2024-04-03T09:47:45Z,,10.7,,6.9,82.2,7.1,2.9
Brno-Úvoz (hot spot),2024-04-03T09:47:45Z,,26,370,,,0.0,0
Brno-Lány,2024-04-03T09:47:45Z,4.8,3.8,233,4.7,,3.9,3
Brno-Svatoplukova,2024-04-03T09:47:45Z,,25.4,350,13.3,,11.9,4.4
Brno-Lány,2024-04-03T10:47:45Z,5.6,3.3,233,4.5,,3.9,3.1
Brno-Líšeň,2024-04-03T10:47:45Z,,,,12.0,,8.8,4.8
Brno - Dětská nemocnice,2024-04-03T10:47:45Z,,5.5,,12.2,86.6,9.6,9
Brno-Svatoplukova,2024-04-03T10:47:45Z,,20.5,335,9.6,,12.0,3.7
Brno-Tuřany,2024-04-03T10:47:45Z,5.3,3.1,,8.4,91.2,5.1,1
Brno-Komárov,2024-04-03T10:47:45Z,,11.1,,7.4,,10.6,3.2
Brno-Arboretum,2024-04-03T10:47:45Z,,6.3,,5.1,96.2,7.1,2.1
Brno-Úvoz (hot spot),2024-04-03T10:47:45Z,,27.4,382,,,0.0,0
Brno-Úvoz (hot spot),2024-04-03T11:47:45Z,,29.6,389,,,0.0,0
Brno-Komárov,2024-04-03T11:47:45Z,,8,,5.8,,10.6,2.9
Brno-Líšeň,2024-04-03T11:47:45Z,,,,24.9,,9.5,17.4
Brno-Svatoplukova,2024-04-03T11:47:45Z,,16.5,364,13.5,,12.2,5.2
Brno-Arboretum,2024-04-03T11:47:45Z,,4.8,,6.0,100.9,7.2,2.1
Brno - Dětská nemocnice,2024-04-03T11:47:45Z,,5.5,,10.1,90,9.6,6.2
Brno-Lány,2024-04-03T11:47:45Z,6.4,2.9,233,3.6,,3.9,2.2
Brno-Tuřany,2024-04-03T11:47:45Z,5.6,2.9,,23.4,96.6,5.8,1
Brno-Úvoz (hot spot),2024-04-03T12:47:46Z,,45,390,,,0.0,0
Brno-Arboretum,2024-04-03T12:47:46Z,,,,3.7,103.1,7.1,1.7
Brno-Lány,2024-04-03T12:47:46Z,6.7,2.7,233,3.2,,3.9,2.1
Brno-Tuřany,2024-04-03T12:47:46Z,5.6,2.7,,14.3,97.4,6.1,1
Brno-Komárov,2024-04-03T12:47:46Z,,11.9,,6.6,,10.6,3.1
Brno - Dětská nemocnice,2024-04-03T12:47:46Z,,5.7,,7.6,92,9.6,3.1
Brno-Líšeň,2024-04-03T12:47:46Z,,,,17.6,,9.7,13
Brno-Svatoplukova,2024-04-03T12:47:46Z,,30.4,393,11.2,,12.2,3.4
Brno-Tuřany,2024-04-03T13:47:46Z,5.6,2.5,,9.2,97,6.3,1
Brno-Lány,2024-04-03T13:47:46Z,6.4,3.3,233,3.3,,3.9,1.9
Brno-Líšeň,2024-04-03T13:47:46Z,,,,10.5,,9.7,6.6
Brno-Úvoz (hot spot),2024-04-03T13:47:46Z,,38.6,382,,,0.0,0
Brno-Svatoplukova,2024-04-03T13:47:46Z,,23.5,393,10.6,,12.3,3.1
Brno - Dětská nemocnice,2024-04-03T13:47:46Z,,6.7,,5.3,91.4,9.3,3.1
Brno-Komárov,2024-04-03T13:47:46Z,,15.5,,8.0,,10.6,3.1
Brno-Arboretum,2024-04-03T13:47:46Z,,5,,4.7,101.9,7.2,1.6
Brno - Dětská nemocnice,2024-04-03T14:47:46Z,,6.7,,3.2,91.4,9.2,1
Brno-Svatoplukova,2024-04-03T14:47:46Z,,33.7,422,9.1,,12.3,2.9
Brno-Arboretum,2024-04-03T14:47:46Z,,4,,9.3,103.1,7.4,1.9
Brno-Úvoz (hot spot),2024-04-03T14:47:46Z,,40.9,363,,,0.0,0
Brno-Tuřany,2024-04-03T14:47:46Z,5.6,3.3,,5.7,95.2,6.4,1
Brno-Komárov,2024-04-03T14:47:46Z,,22.6,,5.6,,10.7,2.5
Brno-Lány,2024-04-03T14:47:46Z,6.1,4,218,2.7,,3.9,1.6
Brno-Líšeň,2024-04-03T14:47:46Z,,,,6.7,,9.7,4.5
Brno-Tuřany,2024-04-03T15:47:46Z,5.3,4.8,,4.7,90.8,6.6,1
Brno-Líšeň,2024-04-03T15:47:46Z,,,,6.1,,9.7,3.4
Brno-Arboretum,2024-04-03T15:47:46Z,,5,,5.3,102.1,7.5,1.5
Brno-Svatoplukova,2024-04-03T15:47:46Z,,43,437,9.9,,12.2,3.3
Brno-Lány,2024-04-03T15:47:46Z,6.1,9.9,218,2.6,,4.0,1.7
Brno - Dětská nemocnice,2024-04-03T15:47:46Z,,8.6,,4.2,89.2,9.2,9.5
Brno-Komárov,2024-04-03T15:47:46Z,,26.2,,8.6,,10.9,3.4
Brno-Úvoz (hot spot),2024-04-03T15:47:46Z,,50.5,345,,,0.0,0
Brno-Úvoz (hot spot),2024-04-03T16:47:46Z,,45.1,351,,,0.0,0
Brno-Tuřany,2024-04-03T16:47:46Z,5.6,7.1,,3.4,89.4,6.5,1
Brno-Komárov,2024-04-03T16:47:46Z,,36.2,,10.2,,11.2,3.7
Brno-Svatoplukova,2024-04-03T16:47:46Z,,54.3,466,11.6,,12.4,3.8
Brno-Líšeň,2024-04-03T16:47:46Z,,,,5.8,,9.3,2.2
Brno - Dětská nemocnice,2024-04-03T16:47:46Z,,12.6,,5.2,86.6,9.2,5.7
Brno-Lány,2024-04-03T16:47:46Z,5.3,13.2,218,5.1,,4.1,2.4
Brno-Arboretum,2024-04-03T16:47:46Z,,5.7,,3.8,100.5,7.5,1.3
Brno-Svatoplukova,2024-04-03T17:47:46Z,,39.4,495,12.2,,12.7,4.7
Brno-Arboretum,2024-04-03T17:47:46Z,,8.4,,4.8,98,7.6,1.6
Brno-Lány,2024-04-03T17:47:46Z,5.3,12.2,218,6.3,,4.2,2.9
Brno - Dětská nemocnice,2024-04-03T17:47:46Z,,10.5,,5.8,89,9.1,4
Brno-Úvoz (hot spot),2024-04-03T17:47:46Z,,56.4,364,,,0.0,0
Brno-Tuřany,2024-04-03T17:47:46Z,5.6,7.5,,3.2,88,6.4,1
Brno-Komárov,2024-04-03T17:47:46Z,,28.9,,9.9,,11.5,3.9
Brno-Líšeň,2024-04-03T17:47:46Z,,,,11.3,,9.0,2.4
Brno-Tuřany,2024-04-03T18:47:46Z,5.3,8,,2.1,85,6.3,1
Brno-Úvoz (hot spot),2024-04-03T18:47:46Z,,25.4,362,,,0.0,0
Brno-Svatoplukova,2024-04-03T18:47:46Z,,15.3,539,7.0,,12.8,2.7
Brno - Dětská nemocnice,2024-04-03T18:47:46Z,,7.5,,5.5,87.2,9.0,4.2
